序号,年份,学科门类,项目类别,项目名称,申请人,学校名称
1102.0,2011,交叉学科/综合研,规划基金项目,中国西方哲学经典著作翻译史,高阳,西南科技大学
1103.0,2011,交叉学科/综合研,规划基金项目,当前中东国家的政治动荡及其对我国的影响,范鸿达,厦门大学
1104.0,2011,交叉学科/综合研究,规划基金项目,农地边际化对农户土地利用行为的影响及其粮食生产效应研究——以江汉平原为例,黄利民,咸宁学院
1105.0,2011,交叉学科/综合研,规划基金项目,基于动态电子腭位的汉语普通话语音研究,李英浩,延边大学
1106.0,2011,交叉学科/综合研,规划基金项目,清代《左传》考证研究,金永健,扬州大学
1107.0,2011,交叉学科/综合研,规划基金项目,第二代农民工市民化的天花板效应分析及对策研究,李菊花,宜春学院
1108.0,2011,交叉学科/综合研,规划基金项目,云南少数民族影视资源的产业化开发,王智,云南艺术学院
1109.0,2011,交叉学科/综合研究,规划基金项目,环杭州湾农户行为对土地利用的影响机理及其调控机制研究——MAS模拟与景观分,祁黄雄,浙江财经学院
1110.0,2011,交叉学科/综合研,规划基金项目,基于电视和网络的准社会交往实证研究,葛进平,浙江传媒学院
1111.0,2011,交叉学科/综合研,规划基金项目,网络暴力和网络色情的传播机制与整治策略研究,李岩,浙江大学
1112.0,2011,交叉学科/综合研,规划基金项目,信息视角下非物质文化遗产的数字化生存研究,杨程,浙江大学城市学院
1113.0,2011,交叉学科/综合研究,规划基金项目,基于游客感知的主题公园品牌转换行为--长三角主题公园实证研究,程乾,浙江工商大学
1114.0,2011,交叉学科/综合研,规划基金项目,中国古代诗人地理信息系统研究——以唐朝为案例,赵志强,浙江金融职业学院
1115.0,2011,交叉学科/综合研,规划基金项目,土地非农化过程中村干部行为模式及制度逻辑研究,扈映,浙江理工大学
1116.0,2011,交叉学科/综合研,规划基金项目,面向碳交易市场的森林经营决策机制与仿真研究,龙飞,浙江农林大学
1117.0,2011,交叉学科/综合研,规划基金项目,网络流行语对青少年学生价值观的影响研究,陈万怀,浙江万里学院
1118.0,2011,交叉学科/综合研,规划基金项目,中国电影产业理论构架及其应用,蒲剑,中国传媒大学
1119.0,2011,交叉学科/综合研,规划基金项目,信息生态背景下拔尖创新人才信息素养培养研究,别雪君,中国地质大学
1120.0,2011,交叉学科/综合研究,规划基金项目,健康传播对健康素养的实证研究和比较分析——以大陆直辖市和台北市为例,秦美婷,中国科学技术大学
1121.0,2011,交叉学科/综合研,规划基金项目,煤炭企业绿色开采驱动系统构建及调控机制设计,王林秀,中国矿业大学
1122.0,2011,交叉学科/综合研,规划基金项目,当前中国个人极端暴力杀人犯罪个案研究,靳高风,中国人民公安大学
1123.0,2011,交叉学科/综合研,规划基金项目,传闻证据规则的语言学研究,邹玉华,中国政法大学
1124.0,2011,交叉学科/综合研,规划基金项目,网络伪舆情的甄别与防范机制研究,刘勘,中南财经政法大学
1125.0,2011,交叉学科/综合研究,规划基金项目,经济发展方式转变对教育需求的实证分析-基于经济普查和人口普查的统计研究,段敏芳,中南民族大学
1126.0,2011,交叉学科/综合研,规划基金项目,法律解决钓鱼岛问题的可行性与必要性研究,张祖兴,中山大学
1127.0,2011,交叉学科/综合研,规划基金项目,投资者情绪、定向增发价格折扣与发行机制研究,徐斌,中央财经大学
1128.0,2011,交叉学科/综合研究,规划基金项目,社区心理学视角下边疆社会资本增进途径研究:民族旅游社区为例,李燕琴,中央民族大学
1129.0,2011,交叉学科/综合研,规划基金项目,异化的农民合作社及其组织治理研究,吴晨,仲恺农业工程学院
1130.0,2011,交叉学科/综合研,规划基金项目,现代大学基层学术组织的治理模式研究,蔡珍红,重庆大学
1131.0,2011,交叉学科/综合研,规划基金项目,统筹城乡发展农民工进城就业安居制度保障创新研究,陈其安,重庆大学
1132.0,2011,交叉学科/综合研,规划基金项目,我国封闭式小区的治理与住房隔离,邓锋,重庆工商大学
1133.0,2011,交叉学科/综合研,规划基金项目,三峡库区乡村聚落演变与空间优化研究,李孝坤,重庆师范大学
1134.0,2011,交叉学科/综合研究,青年基金项目,旅游真实性感知形成机理及其与游客态度和行为的关系——以古村落为例,徐伟,安徽财经大学
1135.0,2011,交叉学科/综合研,青年基金项目,科技工作者科学创造活动中的审美意象作用过程研究,滕瀚,安徽农业大学
1136.0,2011,交叉学科/综合研,青年基金项目,大众消费文化场景下的中国建筑形式创作研究,王又佳,北方工业大学
1137.0,2011,交叉学科/综合研究,青年基金项目,基于多水平模型的农村人群心脑血管疾病及其社会决定因素的聚集性研究,唐迅,北京大学
1138.0,2011,交叉学科/综合研究,青年基金项目,关系网络扩展与农业交易治理机制创新：湘鄂三县葡萄种植业的比较案例研究,徐振宇,北京工商大学
1139.0,2011,交叉学科/综合研,青年基金项目,网络隐私权的侵权问题与法律保护研究,路鹃,北京工商大学
1140.0,2011,交叉学科/综合研,青年基金项目,中国对外政策中的国内舆论引导机制研究,余金城,北京工商大学
1141.0,2011,交叉学科/综合研,青年基金项目,面向丝绸等各向异性材质的真实感建模技术研究,胡勇,北京航空航天大学
1142.0,2011,交叉学科/综合研,青年基金项目,基于申请量预测的我国化工行业专利预警研究,蔡中华,北京化工大学
1143.0,2011,交叉学科/综合研,青年基金项目,中国新能源汽车产业联盟绩效影响因素研究,刘颖琦,北京交通大学
1144.0,2011,交叉学科/综合研究,青年基金项目,和谐社会建设时期群体性劳资冲突事件的演化及其应对体系构建研究,何勤,北京联合大学
1145.0,2011,交叉学科/综合研,青年基金项目,农村政策性小额林权抵押贷款模式研究,周莉,北京林业大学
1146.0,2011,交叉学科/综合研,青年基金项目,数字谚语民俗地图研究,赖彦斌,北京师范大学
1147.0,2011,交叉学科/综合研究,青年基金项目,国际化背景下中医药专业的英语教学现状调查与对策研究—以京、鄂、滇中医高等,胡丽萍,北京中医药大学
1148.0,2011,交叉学科/综合研,青年基金项目,基于企业边界理论的医药分开研究,武锋,北京中医药大学
1149.0,2011,交叉学科/综合研,青年基金项目,多重文化语境中天山北坡公众审美与家庭视觉文化的调查研,邬建华,昌吉学院
1150.0,2011,交叉学科/综合研,青年基金项目,循证医学视域下推拿学科发展的挑战和对策研究,郑伟峰,长春中医药大学
1151.0,2011,交叉学科/综合研究,青年基金项目,风景名胜区生态旅游承载力理论及实证研究——以武陵源景区为例,熊鹰,长沙理工大学
1152.0,2011,交叉学科/综合研,青年基金项目,中国精神卫生资源配置的空间经济学研究,陈艳,长沙学院
1153.0,2011,交叉学科/综合研,青年基金项目,基于降雨量指数保险的农业干旱风险控制与模拟研究,马剑锋,常州大学
1154.0,2011,交叉学科/综合研,青年基金项目,面向商务智能的商业银行移动商务消费者信息挖掘与应用研,曹国,常州工学院
1155.0,2011,交叉学科/综合研,青年基金项目,城市社区管理中的多元共商机制研究,骆建建,常州信息职业技术学
1156.0,2011,交叉学科/综合研究,青年基金项目,重大自然灾害后学校体育重建理论与实践研究——以汶川地震灾区为例,张晓林,成都理工大学
1157.0,2011,交叉学科/综合研,青年基金项目,中国民间武术研究——以四川地区民间武术为例,龚茂富,成都体育学院
1158.0,2011,交叉学科/综合研究,青年基金项目,基于法定药品质量标准的藏医学-印度阿育吠陀医学知识的数据挖掘和对比研究,王张,成都中医药大学
1159.0,2011,交叉学科/综合研,青年基金项目,绿色交通信号控制研究,章立辉,大连理工大学
1160.0,2011,交叉学科/综合研,青年基金项目,基于PGIS的社区灾害风险管理模式研究,张振国,大连民族学院
1161.0,2011,交叉学科/综合研,青年基金项目,认知语用文体学的理论构建与实践,刘风光,大连外国语学院
1162.0,2011,交叉学科/综合研,青年基金项目,基于多层面特征分析的在线信息作者身份识别方法研究,祁瑞华,大连外国语学院
1163.0,2011,交叉学科/综合研,青年基金项目,基于时间序列分析的我国食品安全预警分析系统研究,吕志轩,德州学院
1164.0,2011,交叉学科/综合研,青年基金项目,现代生物技术企业的知识产权策略研究:基于技术创新的视,冯薇,电子科技大学
1165.0,2011,交叉学科/综合研,青年基金项目,经营者集中反垄断审查中的经济证据研究,吴绪亮,东北财经大学
1166.0,2011,交叉学科/综合研究,青年基金项目,任免机制、独立性与竞争：我国独立董事监督机制设计的实验研究,高玥,东北财经大学
1167.0,2011,交叉学科/综合研,青年基金项目,农民工消费行为及城乡消费联动机制研究,刘金星,东北大学
1168.0,2011,交叉学科/综合研,青年基金项目,基于语义化标注的网络学习资源组织方法及实证研究,魏来,东北师范大学
1169.0,2011,交叉学科/综合研,青年基金项目,技术化生存与私人生活空间——高技术应用对隐私影响的研,王治东,东华大学
1170.0,2011,交叉学科/综合研究,青年基金项目,农民工随迁子女的身份认同、同伴效应与义务教育均等化：基于行为实验的研究,何玉梅,东南大学
1171.0,2011,交叉学科/综合研,青年基金项目,中国近代建筑师职业制度研究,汪晓茜,东南大学
1172.0,2011,交叉学科/综合研,青年基金项目,基于4PL的化工产品逆向物流整合模式研究,任丽丽,东南大学
1173.0,2011,交叉学科/综合研,青年基金项目,同声传译认知加工能力研究,高彬,对外经济贸易大学
1174.0,2011,交叉学科/综合研,青年基金项目,不确定环境下基于网络结构的社会网络监控决策优化研究,倪耀东,对外经济贸易大学
1175.0,2011,交叉学科/综合研,青年基金项目,审美认知加工模型构建,陈丽君,福州大学
1176.0,2011,交叉学科/综合研,青年基金项目,基于词性标注的现代汉语兼语式自动识别研究,傅成宏,阜阳师范学院
1177.0,2011,交叉学科/综合研,青年基金项目,我国人口发展对碳排放影响的系统仿真与情景分析,朱勤,复旦大学
1178.0,2011,交叉学科/综合研,青年基金项目,“花儿”与西北多民族聚居区社会秩序研究,王晓云,甘肃民族师范学院
1179.0,2011,交叉学科/综合研,青年基金项目,风险控制视角下的内部审计职能拓展及其路径研究,郭慧,赣南师范学院
